Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Ondřej Lingr,cz CZE,"FW,MF",nl Feyenoord,24,1998,0.8,0,0,0,1,0,1,1,0,0,0,0,0,4,1,1,50.0,Matches
Samuel Lino,br BRA,DF,es Atlético Madrid,23,1999,5.6,3,0,0,6,8,2,7,2,10,0,0,0,30,1,6,14.3,Matches

Valentino Livramento,eng ENG,"DF,FW",eng Newcastle Utd,20,2002,3.0,0,0,0,1,5,0,2,1,6,0,1,0,18,3,1,75.0,Matches
Marcos Llorente,es ESP,"MF,DF",es Atlético Madrid,28,1995,7.2,1,0,0,3,6,1,19,3,9,0,0,0,32,2,5,28.6,Matches
Danny Loader,eng ENG,"MF,FW",pt Porto,22,2000,0.2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0.0,Matches
Stanislav Lobotka,sk SVK,MF,it Napoli,28,1994,7.5,0,0,0,8,7,0,0,10,5,0,0,0,40,2,4,33.3,Matches
Ruben Loftus-Cheek,eng ENG,MF,it Milan,27,1996,3.6,0,0,0,4,9,0,6,0,3,0,0,0,15,6,2,75.0,Matches
Sean Longstaff,eng ENG,MF,eng Newcastle Utd,25,1997,3.9,0,0,0,6,4,0,4,2,3,0,0,0,26,1,0,100.0,Matches
Rony Lopes,pt POR,FW,pt Braga,27,1995,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Fermin López,es ESP,MF,es Barcelona,20,2003,3.1,2,0,0,6,6,1,2,2,7,0,0,0,21,3,4,42.9,Matches
Marcos López,pe PER,DF,nl Feyenoord,23,1999,0.5,1,0,0,2,0,0,0,1,0,0,1,0,4,0,0,,Matches
Hirving Lozano,mx MEX,FW,nl PSV Eindhoven,28,1995,4.2,4,0,0,9,7,5,19,2,4,0,0,0,20,4,4,50.0,Matches
Vladimir Lučić,rs SRB,"DF,FW",rs Red Star,21,2002,2.3,1,0,0,3,3,1,5,1,2,0,0,0,17,2,3,40.0,Matches
Florentino Luís,pt POR,MF,pt Benfica,23,1999,1.2,1,0,0,2,0,0,0,3,2,0,0,0,5,0,0,,Matches
Castello Lukeba,fr FRA,DF,de RB Leipzig,20,2002,6.9,1,0,0,5,4,0,0,16,3,0,0,0,30,7,4,63.6,Matches
Dodi Lukebakio,be BEL,FW,es Sevilla,25,1997,2.7,0,0,0,4,4,0,7,1,2,0,0,0,12,0,1,0.0,Matches
Valdemar Lund,dk DEN,DF,dk FC Copenhagen,20,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
Andriy Lunin,ua UKR,GK,es Real Madrid,24,1999,8.3,0,0,0,0,2,0,0,0,0,0,0,0,8,3,0,100.0,Matches
Fabian Lustenberger,ch SUI,DF,ch Young Boys,35,1988,1.0,0,0,0,2,0,0,0,3,1,0,0,0,2,0,1,0.0,Matches
Ian Maatsen,nl NED,DF,de Dortmund,21,2002,7.0,3,0,0,4,4,0,17,12,11,0,0,0,38,3,7,30.0,Matches
Deiver Machado,co COL,DF,fr Lens,29,1993,4.1,1,0,0,4,15,1,8,2,7,0,0,0,16,5,6,45.5,Matches
Daizen Maeda,jp JPN,FW,sct Celtic,25,1997,3.1,1,1,0,6,4,4,4,3,1,0,0,0,16,4,3,57.1,Matches
Gabriel Magalhães,br BRA,DF,eng Arsenal,25,1997,10.3,0,0,0,13,6,2,0,3,7,0,0,0,46,16,14,53.3,Matches
Harry Maguire,eng ENG,DF,eng Manchester Utd,30,1993,3.4,1,0,0,6,1,0,0,4,1,0,1,0,13,16,2,88.9,Matches
Jon Magunacelaya,es ESP,MF,es Real Sociedad,23,2000,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches
Mike Maignan,fr FRA,GK,it Milan,28,1995,5.9,1,0,0,0,3,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Kobbie Mainoo,eng ENG,MF,eng Manchester Utd,18,2005,0.5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,Matches

Donyell Malen,nl NED,FW,de Dortmund,24,1999,5.1,0,0,0,2,10,1,5,0,1,0,0,0,20,2,1,66.7,Matches
Darian Males,ch SUI,MF,ch Young Boys,22,2001,1.9,1,0,0,3,5,0,5,1,2,0,0,0,7,2,0,100.0,Matches
Reinildo Mandava,mz MOZ,DF,es Atlético Madrid,29,1994,0.3,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,,Matches
José María Giménez,uy URU,DF,es Atlético Madrid,28,1995,5.3,2,0,0,7,2,0,0,5,1,0,0,0,18,12,17,41.4,Matches
Mariano,do DOM,"MF,FW",es Sevilla,29,1993,0.7,1,0,0,2,0,0,0,0,1,0,0,0,3,2,1,66.7,Matches
Adrián Marín,es ESP,DF,pt Braga,26,1997,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
João Mário,pt POR,"FW,MF",pt Benfica,30,1993,3.6,1,0,0,4,4,0,5,2,1,0,0,0,27,2,2,50.0,Matches
João Mário Lopes,pt POR,DF,pt Porto,23,2000,6.6,2,0,0,6,14,0,16,2,15,0,0,0,28,4,6,40.0,Matches
Marquinhos,br BRA,DF,fr Paris S-G,29,1994,10.0,2,0,0,7,5,0,1,12,7,0,0,0,47,18,16,52.9,Matches
Anthony Martial,fr FRA,"FW,DF",eng Manchester Utd,27,1995,0.6,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0.0,Matches
Gabriel Martinelli,br BRA,FW,eng Arsenal,22,2001,5.3,0,0,0,8,6,0,19,2,2,0,0,0,25,3,3,50.0,Matches
Iñigo Martínez,es ESP,DF,es Barcelona,32,1991,3.5,2,0,0,5,2,0,2,3,1,0,0,0,9,6,4,60.0,Matches
Lautaro Martínez,ar ARG,FW,it Inter,25,1997,5.9,2,0,0,7,11,1,2,1,1,0,0,0,19,12,12,50.0,Matches
Lisandro Martínez,ar ARG,DF,eng Manchester Utd,25,1998,1.0,1,0,0,1,0,0,0,2,0,0,0,0,5,0,1,0.0,Matches
Toni Martínez,es ESP,FW,pt Porto,26,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
Adam Marušić,me MNE,DF,it Lazio,30,1992,5.7,1,0,0,4,3,0,6,8,8,0,0,0,22,2,0,100.0,Matches
Matheus,br BRA,GK,pt Braga,31,1992,6.0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,100.0,Matches
Magnus Mattsson,dk DEN,MF,dk FC Copenhagen,24,1999,1.3,1,0,0,3,0,0,7,0,4,0,0,0,4,0,3,0.0,Matches
Mykola Matviyenko,ua UKR,DF,ua Shakhtar,27,1996,5.0,0,0,0,2,3,0,2,2,5,0,0,0,17,4,1,80.0,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",de Bayern Munich,34,1989,0.5,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,50.0,Matches
Noussair Mazraoui,ma MAR,DF,de Bayern Munich,25,1997,7.2,1,0,0,7,2,1,8,7,11,0,0,0,31,11,6,64.7,Matches
Kylian Mbappé,fr FRA,FW,fr Paris S-G,24,1998,12.0,1,0,0,11,12,19,22,4,1,0,0,0,20,4,9,30.8,Matches
Callum McGregor,sct SCO,MF,sct Celtic,30,1993,5.8,1,0,0,3,2,0,2,6,4,0,0,0,28,0,4,0.0,Matches
Scott McKenna,sct SCO,DF,dk FC Copenhagen,26,1996,2.0,0,0,0,2,0,0,1,2,2,0,0,0,8,1,1,50.0,Matches
Scott McTominay,sct SCO,MF,eng Manchester Utd,26,1996,4.2,1,0,0,4,6,0,1,1,1,0,1,0,14,7,4,63.6,Matches

Facundo Medina,ar ARG,DF,fr Lens,24,1999,5.5,3,0,0,6,5,0,4,5,6,1,1,0,33,5,10,33.3,Matches
Hannibal Mejbri,tn TUN,"MF,FW",eng Manchester Utd,20,2003,0.7,0,0,0,1,3,0,2,0,1,0,0,0,1,1,0,100.0,Matches
Birger Meling,no NOR,DF,dk FC Copenhagen,28,1994,2.1,2,0,0,4,4,0,5,0,5,0,0,0,9,3,0,100.0,Matches
Memphis,nl NED,FW,es Atlético Madrid,29,1994,1.2,0,0,0,1,5,1,0,1,0,0,0,0,7,2,2,50.0,Matches
Joe Mendes,se SWE,DF,pt Braga,20,2002,2.3,1,0,0,1,1,0,22,2,1,0,0,0,8,1,4,20.0,Matches
Nuno Mendes,pt POR,DF,fr Paris S-G,21,2002,4.7,1,0,0,4,3,0,11,9,8,0,0,0,34,1,3,25.0,Matches
Brais Méndez,es ESP,MF,es Real Sociedad,26,1997,5.8,1,0,0,11,10,1,10,3,8,0,0,0,30,6,5,54.5,Matches
Ferland Mendy,fr FRA,DF,es Real Madrid,28,1995,9.7,1,0,0,9,10,0,5,6,9,0,0,0,35,7,5,58.3,Matches
Nampalys Mendy,sn SEN,MF,fr Lens,31,1992,4.1,2,0,0,5,8,0,5,7,4,0,0,0,21,0,2,0.0,Matches
Alex Meret,it ITA,GK,it Napoli,26,1997,8.0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,0,,Matches
Mikel Merino,es ESP,MF,es Real Sociedad,27,1996,7.0,2,0,0,13,8,0,5,4,8,0,0,0,55,43,31,58.1,Matches
Dries Mertens,be BEL,MF,tr Galatasaray,36,1987,2.2,0,0,0,4,2,0,18,2,0,1,0,0,7,1,2,33.3,Matches
Alexander Meyer,de GER,GK,de Dortmund,32,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,Matches
Srđan Mijailović,rs SRB,"DF,MF",rs Red Star,29,1993,5.4,3,0,0,12,0,0,13,6,5,0,0,0,30,3,4,42.9,Matches
Jovan Mijatović,rs SRB,"FW,MF",rs Red Star,18,2005,1.3,0,0,0,2,2,1,0,0,0,0,0,0,4,0,4,0.0,Matches
Antoni Milambo,nl NED,"DF,MF",nl Feyenoord,18,2005,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0,Matches
Lewis Miley,eng ENG,MF,eng Newcastle Utd,17,2006,1.9,0,0,0,0,2,0,4,2,1,0,0,0,6,0,0,,Matches
Éder Militão,br BRA,DF,es Real Madrid,25,1998,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,100.0,Matches
Kim Min-jae,kr KOR,DF,de Bayern Munich,26,1996,7.3,1,0,0,6,1,0,0,17,5,0,1,0,47,12,17,41.4,Matches
Yankuba Minteh,gm GAM,FW,nl Feyenoord,19,2004,2.2,1,0,0,3,1,2,8,1,8,0,0,0,8,1,4,20.0,Matches
Rafa Mir,es ESP,FW,es Sevilla,26,1997,0.4,1,0,0,3,0,0,0,1,0,0,0,0,0,2,3,40.0,Matches
Stefan Mitrović,rs SRB,"DF,FW",rs Red Star,20,2002,2.3,0,0,0,1,3,1,1,1,0,0,0,0,8,0,1,0.0,Matches
Henrikh Mkhitaryan,am ARM,MF,it Inter,34,1989,5.7,2,0,0,7,12,1,2,8,5,0,0,0,42,4,2,66.7,Matches
Luka Modrić,hr CRO,MF,es Real Madrid,37,1985,4.7,0,0,0,8,4,0,32,5,6,0,0,0,26,5,2,71.4,Matches
Nahuel Molina,ar ARG,DF,es Atlético Madrid,25,1998,8.7,1,0,0,8,3,1,35,7,15,1,0,0,46,2,5,28.6,Matches

Joel Monteiro,ch SUI,"FW,MF",ch Young Boys,23,1999,2.9,2,0,0,6,3,0,1,3,4,0,0,0,9,3,11,21.4,Matches
Álvaro Morata,es ESP,FW,es Atlético Madrid,30,1992,7.4,2,0,0,15,6,3,3,0,3,0,0,0,20,12,15,44.4,Matches
Morato,br BRA,DF,pt Benfica,22,2001,4.8,2,0,0,5,2,0,4,6,10,0,0,0,27,13,4,76.5,Matches
Leandro Morgalla,de GER,DF,at RB Salzburg,18,2004,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Youssoufa Moukoko,de GER,FW,de Dortmund,18,2004,0.2,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,50.0,Matches
Mason Mount,eng ENG,"MF,FW",eng Manchester Utd,24,1999,1.0,0,0,0,3,1,0,0,1,1,0,0,0,7,0,3,0.0,Matches
João Moutinho,pt POR,MF,pt Braga,36,1986,3.2,0,0,0,6,0,0,6,7,4,0,0,0,22,1,6,14.3,Matches
Arbnor Muja,al ALB,FW,be Antwerp,24,1998,4.0,3,1,1,3,0,3,14,0,3,0,0,0,10,0,2,0.0,Matches
Nordi Mukiele,fr FRA,DF,fr Paris S-G,25,1997,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Thomas Müller,de GER,MF,de Bayern Munich,33,1989,4.7,0,0,0,2,3,2,11,1,4,0,0,0,9,0,6,0.0,Matches
Aihen Muñoz,es ESP,DF,es Real Sociedad,25,1997,5.3,0,0,0,5,4,1,11,3,9,0,0,0,21,8,6,57.1,Matches
Jacob Murphy,eng ENG,FW,eng Newcastle Utd,28,1995,1.0,0,0,0,2,2,1,3,0,2,0,0,0,1,0,0,,Matches
Petar Musa,hr CRO,"FW,MF",pt Benfica,25,1998,2.6,1,0,0,1,1,1,1,1,3,0,0,0,11,7,15,31.8,Matches
Yunus Musah,us USA,MF,it Milan,20,2002,3.9,4,0,0,8,3,0,5,2,3,0,0,0,21,1,5,16.7,Matches
Jamal Musiala,de GER,"MF,FW",de Bayern Munich,20,2003,9.7,1,0,0,10,17,1,3,12,10,1,0,0,45,1,6,14.3,Matches
Fernando Muslera,uy URU,GK,tr Galatasaray,37,1986,6.0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,0,100.0,Matches
Almoatasem Al Musrati,ly LBY,MF,pt Braga,27,1996,3.4,0,0,0,1,3,0,1,8,7,0,0,0,28,1,2,33.3,Matches
Nacho,es ESP,DF,es Real Madrid,33,1990,10.9,1,0,0,6,6,0,0,10,8,0,1,0,43,11,17,39.3,Matches
Natan,br BRA,DF,it Napoli,22,2001,5.0,1,0,0,2,1,1,4,5,6,0,0,0,25,17,8,68.0,Matches
Fran Navarro,es ESP,FW,pt Porto,25,1998,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Jesús Navas,es ESP,DF,es Sevilla,37,1985,2.4,1,0,0,1,0,0,19,2,7,0,0,0,18,1,4,20.0,Matches
Yehor Nazaryna,ua UKR,MF,ua Shakhtar,26,1997,2.3,1,0,0,3,0,0,1,2,3,0,0,0,21,1,2,33.3,Matches
Cherif Ndiaye,sn SEN,FW,rs Red Star,27,1996,4.0,1,0,0,6,9,5,0,1,2,0,0,0,12,11,17,39.3,Matches
Tanguy Ndombele,fr FRA,MF,tr Galatasaray,26,1996,1.0,0,0,0,0,2,0,0,0,3,0,0,0,3,1,3,25.0,Matches
Kosta Nedeljković,rs SRB,DF,rs Red Star,17,2005,2.6,0,0,0,0,2,0,6,1,2,0,0,1,8,1,2,33.3,Matches

Reiss Nelson,eng ENG,FW,eng Arsenal,23,1999,2.0,0,0,0,0,3,1,5,1,3,0,0,0,8,1,1,50.0,Matches
Victor Nelsson,dk DEN,DF,tr Galatasaray,24,1998,1.1,0,0,0,2,0,1,0,0,1,0,0,0,8,4,1,80.0,Matches
David Neres,br BRA,FW,pt Benfica,26,1997,2.0,0,0,0,2,1,1,6,1,2,0,0,0,8,0,1,0.0,Matches
Manuel Neuer,de GER,GK,de Bayern Munich,37,1986,9.0,0,0,0,0,2,0,0,0,0,0,0,0,7,3,0,100.0,Matches
João Neves,pt POR,MF,pt Benfica,18,2004,6.0,0,0,0,8,16,0,6,10,18,0,0,0,50,8,11,42.1,Matches
Newerton,br BRA,"MF,FW",ua Shakhtar,18,2005,2.4,1,0,0,2,1,4,3,0,3,0,0,0,18,2,2,50.0,Matches
Cyril Ngonge,be BEL,FW,it Napoli,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Sikou Niakaté,ml MLI,DF,pt Braga,24,1999,4.3,0,1,0,2,4,0,0,5,3,0,0,1,19,7,9,43.8,Matches
Tanguy Nianzou,fr FRA,DF,es Sevilla,21,2002,0.4,0,0,0,2,1,0,0,1,0,0,0,0,2,3,0,100.0,Matches
Cheikh Niasse,sn SEN,MF,ch Young Boys,23,2000,5.9,1,0,0,9,14,0,3,17,5,0,0,0,31,5,6,45.5,Matches
Bart Nieuwkoop,nl NED,DF,nl Feyenoord,27,1996,0.9,2,0,0,3,0,0,2,0,2,0,0,0,1,1,1,50.0,Matches
Saúl Ñíguez,es ESP,MF,es Atlético Madrid,28,1994,4.8,1,0,0,9,3,3,4,6,5,0,0,0,28,9,8,52.9,Matches
Eddie Nketiah,eng ENG,FW,eng Arsenal,24,1999,1.6,0,0,0,7,2,0,1,0,0,0,0,0,6,1,0,100.0,Matches
Felix Nmecha,de GER,MF,de Dortmund,22,2000,3.9,1,0,0,6,3,0,1,5,3,0,0,0,18,6,4,60.0,Matches
Jean-Pierre Nsame,cm CMR,FW,ch Young Boys,30,1993,1.8,0,0,0,2,3,2,1,0,2,0,0,0,6,4,6,40.0,Matches
Matheus Nunes,pt POR,"MF,FW",eng Manchester City,24,1998,4.7,0,0,0,1,16,1,10,3,2,1,0,0,20,3,6,33.3,Matches
Ørjan Nyland,no NOR,GK,es Sevilla,32,1990,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Matt O'Riley,dk DEN,MF,sct Celtic,22,2000,5.4,1,0,0,4,7,0,14,7,8,0,0,0,33,2,3,40.0,Matches
Armando Obispo,nl NED,DF,nl PSV Eindhoven,24,1999,1.0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,100.0,Matches
Jan Oblak,si SVN,GK,es Atlético Madrid,30,1993,10.3,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,100.0,Matches
Lucas Ocampos,ar ARG,FW,es Sevilla,29,1994,3.8,4,1,1,8,6,0,9,4,2,0,0,0,21,5,5,50.0,Matches
Álvaro Odriozola,es ESP,"DF,FW",es Real Sociedad,27,1995,1.1,0,0,0,0,0,1,2,1,1,0,0,0,9,0,0,,Matches
Noah Okafor,ch SUI,FW,it Milan,23,2000,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Olasagasti,es ESP,MF,es Real Sociedad,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Peter Olayinka,ng NGA,"DF,FW",rs Red Star,27,1995,1.9,1,0,0,3,5,2,4,1,4,0,0,0,13,4,3,57.1,Matches

Sérgio Oliveira,pt POR,MF,tr Galatasaray,31,1992,1.4,2,0,0,2,1,0,4,0,3,0,0,0,11,1,2,33.3,Matches
Mathías Olivera,uy URU,DF,it Napoli,25,1997,3.6,2,0,0,4,3,0,7,7,8,0,0,0,16,8,7,53.3,Matches
Dani Olmo,es ESP,MF,de RB Leipzig,25,1998,2.0,0,0,0,5,5,0,4,0,1,0,0,0,12,0,2,0.0,Matches
André Onana,cm CMR,GK,eng Manchester Utd,27,1996,6.0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,,Matches
Loïs Openda,be BEL,FW,de RB Leipzig,23,2000,6.1,0,0,0,6,12,7,6,0,1,0,0,0,16,2,5,28.6,Matches
Fredrik Oppegard,no NOR,FW,nl PSV Eindhoven,20,2002,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,Matches
Willi Orban,hu HUN,DF,de RB Leipzig,30,1992,2.0,1,0,0,2,2,0,1,1,3,0,0,0,8,5,1,83.3,Matches
Stefan Ortega,de GER,GK,eng Manchester City,30,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,Matches
Victor Osimhen,ng NGA,FW,it Napoli,24,1998,5.1,1,0,0,4,8,10,4,3,0,0,0,0,8,12,21,36.4,Matches
Nicolás Otamendi,ar ARG,DF,pt Benfica,35,1988,6.0,1,0,0,4,8,0,1,11,4,0,2,0,33,20,11,64.5,Matches
Mikel Oyarzabal,es ESP,"FW,MF",es Real Sociedad,26,1997,6.5,0,0,0,8,4,4,3,0,5,1,0,0,28,6,9,40.0,Matches
Salih Özcan,tr TUR,MF,de Dortmund,25,1998,4.9,0,0,0,6,5,0,3,7,5,0,0,0,33,7,5,58.3,Matches
Jon Pacheco,es ESP,DF,es Real Sociedad,22,2001,1.4,0,0,0,0,1,0,0,0,1,0,0,0,6,2,6,25.0,Matches
Igor Paixão,br BRA,FW,nl Feyenoord,23,2000,4.4,0,0,0,2,3,1,26,4,1,1,0,0,16,4,4,50.0,Matches
Thomas Partey,gh GHA,MF,eng Arsenal,30,1993,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Patric,es ESP,DF,it Lazio,30,1993,4.1,2,0,0,3,1,0,1,5,3,0,0,0,28,3,5,37.5,Matches
Benjamin Pavard,fr FRA,DF,it Inter,27,1996,5.3,0,0,0,3,2,0,5,9,3,0,0,0,19,13,4,76.5,Matches
Aleksandar Pavlovic,de GER,MF,de Bayern Munich,19,2004,2.3,0,0,0,3,2,0,1,3,0,0,0,0,12,4,2,66.7,Matches
Strahinja Pavlović,rs SRB,DF,at RB Salzburg,22,2001,5.5,2,0,0,7,5,0,3,5,6,1,0,0,35,15,12,55.6,Matches
Nicolás Paz,ar ARG,MF,es Real Madrid,18,2004,0.5,0,0,0,0,0,0,1,0,2,0,0,0,4,1,1,50.0,Matches
Pedri,es ESP,"MF,FW",es Barcelona,20,2002,3.7,0,0,0,2,5,0,5,2,8,0,0,0,23,0,3,0.0,Matches
Pedro,es ESP,FW,it Lazio,36,1987,2.1,2,0,0,3,2,0,2,0,1,0,0,0,9,0,2,0.0,Matches
Adrià Pedrosa,es ESP,"DF,FW",es Sevilla,25,1998,3.6,0,0,0,3,8,0,14,2,6,0,0,0,20,1,2,33.3,Matches
Luca Pellegrini,it ITA,DF,it Lazio,24,1999,1.8,1,0,0,2,1,0,5,3,1,0,0,0,6,0,0,,Matches
Facundo Pellistri,uy URU,FW,eng Manchester Utd,21,2001,1.2,0,0,0,2,3,0,0,1,2,0,0,0,3,1,0,100.0,Matches

Iñaki Peña ,es ESP,GK,es Barcelona,24,1999,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Pepe,pt POR,DF,pt Porto,40,1983,7.3,1,0,0,3,6,1,0,8,8,0,0,0,36,12,9,57.1,Matches
Pepê,br BRA,"MF,FW",pt Porto,26,1997,7.1,2,0,0,7,17,1,5,3,7,0,0,0,32,6,7,46.2,Matches
Ricardo Pepi,us USA,"FW,MF",nl PSV Eindhoven,20,2003,1.5,1,0,0,2,1,0,0,0,0,0,0,0,3,4,6,40.0,Matches
Danilo Pereira,pt POR,DF,fr Paris S-G,31,1991,1.8,0,0,0,0,2,0,0,1,4,0,0,0,7,5,1,83.3,Matches
Noah Persson,se SWE,"DF,MF",ch Young Boys,20,2003,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0.0,Matches
Kalvin Phillips,eng ENG,MF,eng Manchester City,27,1995,1.4,1,0,0,5,4,0,0,0,2,0,0,0,6,4,2,66.7,Matches
Nathaniel Phillips,eng ENG,DF,sct Celtic,26,1997,1.0,1,0,0,2,0,0,1,2,0,0,0,0,3,1,1,50.0,Matches
Kamil Piątkowski,pl POL,DF,at RB Salzburg,23,2000,2.0,0,0,0,0,0,0,0,4,4,0,0,0,9,3,1,75.0,Matches
Pizzi,pt POR,MF,pt Braga,33,1989,0.6,0,0,0,1,0,0,3,0,0,0,0,0,3,0,1,0.0,Matches
Tommaso Pobega,it ITA,MF,it Milan,24,1999,1.7,0,0,0,2,1,0,0,1,1,0,0,0,8,4,3,57.1,Matches
Matteo Politano,it ITA,FW,it Napoli,29,1993,6.4,1,0,0,4,12,2,31,1,1,0,0,0,36,3,3,50.0,Matches
Nick Pope,eng ENG,GK,eng Newcastle Utd,31,1992,5.0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Yussuf Poulsen,dk DEN,"FW,MF",de RB Leipzig,29,1994,3.7,2,0,0,9,4,0,1,1,0,0,0,0,10,4,6,40.0,Matches
Ivan Provedel,it ITA,GK,it Lazio,29,1994,8.0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,0,100.0,Matches
Christian Pulisic,us USA,FW,it Milan,24,1998,4.9,0,0,0,5,4,0,20,0,4,0,0,0,22,2,8,20.0,Matches
Anthony Racioppi,ch SUI,GK,ch Young Boys,24,1998,5.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0,Matches
Ivan Rakitić,hr CRO,MF,es Sevilla,35,1988,5.1,0,0,0,3,4,1,41,3,4,0,0,0,36,2,3,40.0,Matches
Yaroslav Rakitskiy,ua UKR,DF,ua Shakhtar,33,1989,3.8,1,0,0,2,2,0,0,6,2,0,0,0,10,3,7,30.0,Matches
André Ramalho,br BRA,DF,nl PSV Eindhoven,31,1992,4.7,2,0,0,6,3,1,0,4,5,0,0,0,18,13,10,56.5,Matches
Gonçalo Ramos,pt POR,FW,fr Paris S-G,22,2001,2.4,1,0,0,2,4,2,0,0,3,0,0,0,8,0,4,0.0,Matches
Sergio Ramos,es ESP,DF,es Sevilla,37,1986,5.0,2,0,0,6,6,2,0,4,2,0,1,0,25,17,15,53.1,Matches
Aaron Ramsdale,eng ENG,GK,eng Arsenal,25,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Raphinha,br BRA,FW,es Barcelona,26,1996,5.2,1,0,0,4,12,0,21,1,6,0,0,0,25,1,3,25.0,Matches
Marcus Rashford,eng ENG,FW,eng Manchester Utd,25,1997,3.2,0,1,0,2,1,3,5,1,3,0,0,0,11,3,2,60.0,Matches

Giacomo Raspadori,it ITA,"FW,MF",it Napoli,23,2000,2.8,1,0,0,6,3,1,11,1,0,0,0,0,8,1,1,50.0,Matches
Petar Ratkov,rs SRB,FW,at RB Salzburg,19,2003,2.4,1,0,0,3,1,1,1,0,0,0,0,0,5,13,17,43.3,Matches
David Raum,de GER,DF,de RB Leipzig,25,1998,7.0,2,0,0,6,5,2,67,10,12,0,0,0,28,2,6,25.0,Matches
David Raya,es ESP,GK,eng Arsenal,27,1995,9.3,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,66.7,Matches
Sergio Reguilón,es ESP,DF,eng Manchester Utd,26,1996,1.7,0,0,0,3,2,0,5,3,0,0,0,0,4,4,2,66.7,Matches
Tijjani Reijnders,nl NED,MF,it Milan,25,1998,5.3,1,0,0,6,3,0,6,5,4,0,0,0,19,0,2,0.0,Matches
Álex Remiro,es ESP,GK,es Real Sociedad,28,1995,8.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0,Matches
Marco Reus,de GER,"MF,FW",de Dortmund,34,1989,5.4,0,0,0,4,5,1,12,3,4,0,0,0,21,2,2,50.0,Matches
Gio Reyna,us USA,"FW,MF",de Dortmund,20,2002,0.2,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,100.0,Matches
Declan Rice,eng ENG,MF,eng Arsenal,24,1999,9.3,2,0,0,6,7,0,17,13,10,0,0,0,54,11,7,61.1,Matches
Rodrigo Riquelme,es ESP,DF,es Atlético Madrid,23,2000,3.5,0,0,0,1,3,0,12,2,6,0,0,0,22,0,3,0.0,Matches
Dmytro Riznyk,ua UKR,GK,ua Shakhtar,24,1999,6.0,1,0,0,0,2,0,0,0,1,0,0,0,5,4,0,100.0,Matches
Sergi Roberto,es ESP,MF,es Barcelona,31,1992,2.3,3,0,0,5,1,0,2,1,3,0,0,0,8,3,1,75.0,Matches
